Date	Rain	Temperature	MaxTemp	MinTemp	Exposure
1/03/2006	0	23.60	29.8	17.4	22.1
2/03/2006	0	20.75	25.8	15.7	21.9
3/03/2006	1.2	20.25	29	11.5	27
4/03/2006	0	25.50	35.6	15.4	25.9
5/03/2006	0	26.60	34.5	18.7	26.2
6/03/2006	0	22.80	32	13.6	25.9
7/03/2006	0	24.50	34.5	14.5	26.2
8/03/2006	0	21.40	28.2	14.6	23.2
9/03/2006	0	23.40	30.8	16	24.7
10/03/2006	0	17.95	21.9	14	22.7
11/03/2006	0	16.30	21.9	10.7	18.7
12/03/2006	0	16.30	21.9	10.7	23.8
13/03/2006	0	17.50	28	7	25.1
14/03/2006	0	18.80	22.5	15.1	19.1
15/03/2006	0.4	19.10	26.2	12	23.7
16/03/2006	0	19.15	27.8	10.5	23.8
17/03/2006	0	19.45	27.9	11	24
18/03/2006	0	19.20	26.4	12	23.5
19/03/2006	0	21.00	31	11	23.2
20/03/2006	0	24.50	34.2	14.8	23.3
21/03/2006	0	19.00	23	15	11.1
22/03/2006	0	18.75	23	14.5	9.9
23/03/2006	47.4	12.75	15.7	9.8	7.5
24/03/2006	18.6	15.40	17.8	13	11.1
25/03/2006	4	14.95	18.4	11.5	16
26/03/2006	0	14.10	21.4	6.8	20
27/03/2006	0	17.70	26	9.4	21.4
28/03/2006	0	15.15	22	8.3	13.8
29/03/2006	0	17.00	23	11	19.7
30/03/2006	0	15.25	22	8.5	19.2
31/03/2006	0	16.00	23.5	8.5	16.1
1/04/2006	0	16.20	19.7	12.7	9.4
2/04/2006	2.2	16.55	21.6	11.5	15.6
3/04/2006	1	14.80	17.7	11.9	9.9
4/04/2006	1.4	15.05	18.5	11.6	12.2
5/04/2006	0.8	15.65	20.4	10.9	14
6/04/2006	0.2	16.40	21.3	11.5	12.4
7/04/2006	0	16.60	23.5	9.7	19
8/04/2006	0	18.90	26.8	11	19.5
9/04/2006	0	16.40	18.8	14	7.8
10/04/2006	0	15.75	21.5	10	7.7
11/04/2006	3.2	13.50	17	10	7.9
12/04/2006	0	14.30	18.6	10	9.7
13/04/2006	3.2	13.25	16.5	10	10.8
14/04/2006	3.3	15.90	21.8	10	16.4
15/04/2006	0	17.05	24.1	10	17.3
16/04/2006	0.2	16.10	22.2	10	11.6
17/04/2006	0.1	16.10	22.2	10	10.4
18/04/2006	1.8	13.95	17.9	10	10.4
19/04/2006	1.6	13.85	17.7	10	11.4
20/04/2006	0	15.75	21.5	10	15.7
21/04/2006	0.6	16.30	22.6	10	4.4
22/04/2006	2.4	14.50	19	10	7.9
23/04/2006	7.4	15.80	19.7	11.9	7.6
24/04/2006	2.4	15.75	18.4	13.1	6.6
25/04/2006	2.8	13.50	16.5	10.5	8.8
26/04/2006	13.3	11.40	15.4	7.4	9.2
27/04/2006	2.6	12.35	17.2	7.5	8.1
28/04/2006	2	14.00	17.4	10.6	7.5
29/04/2006	0.9	12.95	19.2	6.7	13.6
30/04/2006	0	14.55	20.5	8.6	11.3
1/05/2006	0.4	14.70	19.5	9.9	9.5
2/05/2006	0.1	15.55	18.4	12.7	10.4
3/05/2006	0.1	15.65	19.5	11.8	10.4
4/05/2006	0.5	15.05	17.7	12.4	5
5/05/2006	2.8	15.30	17.4	13.2	7.8
6/05/2006	10.4	14.30	16.6	12	11
7/05/2006	0	12.50	18.6	6.4	13.4
8/05/2006	0	11.50	19.7	3.3	12.5
9/05/2006	0	13.85	19.1	8.6	10.2
10/05/2006	0.6	16.40	23.2	9.6	13.1
11/05/2006	0	18.70	26	11.4	13.3
12/05/2006	0	17.40	26	8.8	13.3
13/05/2006	0	16.80	22.1	11.5	9.5
14/05/2006	0	16.90	20.8	13	6.3
15/05/2006	12.2	16.20	17.5	14.9	5.6
16/05/2006	1.2	13.10	18	8.2	9.3
17/05/2006	0	11.30	18	4.6	11.2
18/05/2006	0	12.00	18.6	5.4	9.9
19/05/2006	0	12.40	18.9	5.9	9.9
20/05/2006	0	11.35	19.2	3.5	12
21/05/2006	0	14.40	22	6.8	11.2
22/05/2006	0	16.60	21.1	12.1	6.3
23/05/2006	6.2	15.05	16.2	13.9	5.8
24/05/2006	25.2	10.05	13.2	6.9	6.8
25/05/2006	0	10.50	16.5	4.5	10.8
26/05/2006	0	9.90	17.8	2	11.4
27/05/2006	0	11.95	19.4	4.5	11.2
28/05/2006	0	13.95	20.2	7.7	8.4
29/05/2006	5.2	10.85	13.4	8.3	3.7
30/05/2006	15.2	10.70	14.7	6.7	7.2
31/05/2006	8	12.70	16.8	8.6	7.8
1/06/2006	0	11.15	16.2	6.1	9.2
2/06/2006	0	11.50	17.5	5.5	10.6
3/06/2006	0.1	12.25	18.5	6	10.1
4/06/2006	0	11.80	19.1	4.5	10.7
5/06/2006	0	11.35	20.2	2.5	10.7
6/06/2006	0	12.30	21	3.6	10.3
7/06/2006	5.6	10.60	15.3	5.9	9
8/06/2006	1.3	7.75	15	0.5	8.2
9/06/2006	0.3	10.30	17.1	3.5	9.2
10/06/2006	1	11.85	17.1	6.6	7.2
11/06/2006	1	12.10	17.5	6.7	10.2
12/06/2006	0	12.00	17.6	6.4	6.2
13/06/2006	14	11.85	13.6	10.1	3.1
14/06/2006	1.6	12.10	19.2	5	10
15/06/2006	0	11.40	18.1	4.7	10.2
16/06/2006	0	10.10	16.8	3.4	10.4
17/06/2006	0	10.20	17.9	2.5	9.4
18/06/2006	0	11.05	19.7	2.4	8.8
19/06/2006	0	14.10	16.8	11.4	3.3
20/06/2006	20.4	12.10	14.4	9.8	5
21/06/2006	1.8	12.50	16	9	7.2
22/06/2006	5	10.80	16.2	5.4	7.7
23/06/2006	0	11.55	17.9	5.2	10
24/06/2006	0.1	11.65	18.8	4.5	10.2
25/06/2006	0	12.90	18.8	7	8.2
26/06/2006	2.8	11.00	16	6	7
27/06/2006	0.2	12.50	17	8	4.8
28/06/2006	26.2	10.15	12.8	7.5	6.6
29/06/2006	0.2	12.50	17.8	7.2	5.7
30/06/2006	0.2	14.70	19.1	10.3	6.6
1/07/2006	11.2	12.00	15.8	8.2	6.6
2/07/2006	0.4	12.60	18.7	6.5	9.1
3/07/2006	4.8	13.25	18.5	8	6
4/07/2006	4.6	13.05	16	10.1	5.7
5/07/2006	2	13.65	17.5	9.8	7.4
6/07/2006	0.6	13.35	19.6	7.1	10.2
7/07/2006	0	14.40	20.2	8.6	9.8
8/07/2006	0	16.10	21.8	10.4	9
9/07/2006	9.2	12.85	15.2	10.5	4.8
10/07/2006	10	8.85	12.7	5	5.8
11/07/2006	5.2	9.60	13.6	5.6	7.7
12/07/2006	0.3	8.85	14.6	3.1	7.9
13/07/2006	0	9.55	15.7	3.4	7.8
14/07/2006	8.8	10.60	15.2	6	5.8
15/07/2006	0	11.80	17.3	6.3	10.7
16/07/2006	0	12.50	18.1	6.9	11.1
17/07/2006	0	11.65	17.1	6.2	11.4
18/07/2006	0	11.35	19	3.7	11.5
19/07/2006	0	11.05	18.2	3.9	11.5
20/07/2006	0	8.85	14.5	3.2	2.2
21/07/2006	43.2	8.55	11.2	5.9	7.3
22/07/2006	6	8.40	12.7	4.1	6.3
23/07/2006	0.1	10.85	17.5	4.2	9.5
24/07/2006	8.2	10.85	13	8.7	0.9
25/07/2006	28	10.95	15.8	6.1	9.9
26/07/2006	0.8	12.80	17.5	8.1	10.8
27/07/2006	8.8	10.80	12	9.6	4.1
28/07/2006	17	9.50	14	5	10.4
29/07/2006	2.6	12.10	16.7	7.5	10.3
30/07/2006	1.2	12.70	17.5	7.9	10.9
31/07/2006	1.6	12.55	15.6	9.5	7
1/08/2006	6.2	10.90	16.1	5.7	9.5
2/08/2006	7.4	12.95	17.3	8.6	9.8
3/08/2006	1	14.80	19.9	9.7	11.7
4/08/2006	0.9	16.40	20.9	11.9	10.9
5/08/2006	6	16.05	20.9	11.2	11.7
6/08/2006	1.2	17.25	21.3	13.2	6.8
7/08/2006	24	14.95	16.7	13.2	4.6
8/08/2006	19	10.60	14.3	6.9	11.5
9/08/2006	0.6	10.65	16.2	5.1	11.8
10/08/2006	0	11.95	18.7	5.2	13.4
11/08/2006	0	12.15	18.7	5.6	10.4
12/08/2006	12	13.85	17.5	10.2	10.1
13/08/2006	8	11.80	15	8.6	10.7
14/08/2006	1	13.00	18.6	7.4	11.8
15/08/2006	8.2	12.55	14.5	10.6	5.5
16/08/2006	15.1	9.95	13.3	6.6	8
17/08/2006	0.2	10.80	13.8	7.8	9.6
18/08/2006	0	12.65	18.4	6.9	10.5
19/08/2006	8.2	15.20	19.9	10.5	13.4
20/08/2006	15	12.60	16.2	9	11.3
21/08/2006	0.1	15.75	19.9	11.6	12.1
22/08/2006	19.6	14.35	17.1	11.6	7.8
23/08/2006	25.6	14.45	17.9	11	12.1
24/08/2006	0.8	13.50	19.6	7.4	11.5
25/08/2006	3	13.20	15.8	10.6	12.7
26/08/2006	0.2	11.75	16.5	7	11.9
27/08/2006	0	13.75	18.4	9.1	12.3
28/08/2006	0	14.50	21.7	7.3	17.8
29/08/2006	0	15.80	24	7.6	17.5
30/08/2006	0	16.75	21	12.5	12.5
31/08/2006	23	13.90	15.9	11.9	11.5
1/09/2006	1.4	9.30	14.2	4.4	10.7
2/09/2006	1.2	9.20	15.2	3.2	11.1
3/09/2006	0.2	12.75	17.5	8	12.1
4/09/2006	8	10.60	12.4	8.8	14
5/09/2006	5.2	8.20	13.3	3.1	12.3
6/09/2006	0	11.50	14.9	8.1	10.2
7/09/2006	0	13.10	17.8	8.4	14.3
8/09/2006	0	13.30	16.5	10.1	7.9
9/09/2006	0	15.50	22	9	12.8
10/09/2006	3	16.80	21.8	11.8	5.9
11/09/2006	6.2	13.95	16.1	11.8	11.4
12/09/2006	21.4	11.60	15.5	7.7	15.5
13/09/2006	0	12.85	16.9	8.8	13.3
14/09/2006	0	15.05	22.6	7.5	20.8
15/09/2006	0	17.95	25.9	10	20
16/09/2006	0	16.85	21.2	12.5	16.1
17/09/2006	1.6	12.55	17.5	7.6	14.7
18/09/2006	9.7	12.50	15	10	12.9
19/09/2006	4.8	11.80	16.6	7	15.1
20/09/2006	3.2	14.65	18.5	10.8	17.9
21/09/2006	5.4	13.45	14.3	12.6	12.8
22/09/2006	7.6	12.20	16.3	8.1	13.1
23/09/2006	4	13.70	16.3	11.1	17.8
24/09/2006	0.3	14.65	19.4	9.9	18.3
25/09/2006	0	14.70	19.4	10	15.7
26/09/2006	2.8	12.55	16	9.1	14.1
27/09/2006	0.4	14.15	19.9	8.4	16.6
28/09/2006	0	15.70	21	10.4	21.4
29/09/2006	0.2	18.10	26.9	9.3	25.2
30/09/2006	1.4	15.50	18.9	12.1	18.5
1/10/2006	0	14.70	20.3	9.1	20
2/10/2006	0	15.15	22.8	7.5	24.2
3/10/2006	7.2	14.20	16.7	11.7	17.7
4/10/2006	18.6	13.55	18.6	8.5	24.8
5/10/2006	0	16.15	22.8	9.5	25.4
6/10/2006	0	15.45	21.5	9.4	24.7
7/10/2006	1.3	12.60	17.7	7.5	25.4
8/10/2006	0	13.10	19.6	6.6	26
9/10/2006	0	16.30	24	8.6	26.8
10/10/2006	0	15.45	23.4	7.5	26.8
11/10/2006	7.4	13.25	15.6	10.9	14.7
12/10/2006	11.2	12.30	16.4	8.2	15.5
13/10/2006	5	11.45	15.4	7.5	15.1
14/10/2006	0	13.40	18.8	8	23.4
15/10/2006	0	17.30	21.2	13.4	22.7
16/10/2006	0.6	14.00	17.8	10.2	21.9
17/10/2006	1.2	12.75	17.7	7.8	13.5
18/10/2006	1.2	16.45	21	11.9	23.1
19/10/2006	0	15.15	21	9.3	25.5
20/10/2006	0	17.80	25.5	10.1	27.5
21/10/2006	0	21.15	29.5	12.8	26.9
22/10/2006	0.6	15.75	17.5	14	9.3
23/10/2006	1	14.75	17.6	11.9	13.6
24/10/2006	0	13.80	18.6	9	20.1
25/10/2006	0	13.85	22.8	4.9	28.7
26/10/2006	0	14.80	20.5	9.1	20.2
27/10/2006	0	17.45	24.5	10.4	28.9
28/10/2006	0	19.25	28	10.5	28.8
29/10/2006	0	19.25	27.5	11	19.3
30/10/2006	0	15.35	20.5	10.2	22.1
31/10/2006	0	15.65	20.1	11.2	13.3
1/11/2006	0	14.65	18.4	10.9	16.9
2/11/2006	0.8	14.70	19.1	10.3	13.8
3/11/2006	1.4	16.75	21.6	11.9	25.8
4/11/2006	0	20.55	28	13.1	27.8
5/11/2006	0	20.05	26.4	13.7	16.4
6/11/2006	0.2	21.35	27.9	14.8	22.4
7/11/2006	0	20.90	26.5	15.3	16.7
8/11/2006	0	21.20	26	16.4	19.7
9/11/2006	0	20.75	25.4	16.1	18.8
10/11/2006	4.4	17.35	20.6	14.1	17.8
11/11/2006	24	15.60	18.5	12.7	17.5
12/11/2006	5.4	15.95	19.8	12.1	16.3
13/11/2006	0	19.30	27.5	11.1	30.1
14/11/2006	0	20.90	27.8	14	28.5
15/11/2006	0	22.70	31.5	13.9	27.6
16/11/2006	0	19.90	24.2	15.6	21.4
17/11/2006	2.9	17.05	20.1	14	16.6
18/11/2006	0.4	18.75	25	12.5	24.3
19/11/2006	0	17.30	23.8	10.8	24.8
20/11/2006	0.9	17.70	21.3	14.1	28.3
21/11/2006	0	17.75	22.3	13.2	16
22/11/2006	0	19.50	27.4	11.6	31.9
23/11/2006	0	18.75	24	13.5	23.2
24/11/2006	0.2	18.75	23.5	14	22.5
25/11/2006	0	18.50	26	11	32.2
26/11/2006	0	20.35	29.7	11	28.2
27/11/2006	0	21.10	26.9	15.3	31.8
28/11/2006	0	18.85	23.6	14.1	8.8
29/11/2006	6.2	16.15	20.9	11.4	24.5
30/11/2006	9.8	16.05	20	12.1	21.7
1/12/2006	3.8	15.70	20.5	10.9	20.3
2/12/2006	0.1	17.00	25.7	8.3	29.8
3/12/2006	0	18.85	27.2	10.5	33.8
4/12/2006	0	17.25	23.6	10.9	20.7
5/12/2006	0	15.00	20.6	9.4	30.3
6/12/2006	0	17.90	27.5	8.3	33.6
7/12/2006	0	18.50	26	11	29.5
8/12/2006	9.6	14.85	18.9	10.8	28.6
9/12/2006	0	13.65	20.4	6.9	25.2
10/12/2006	0.1	16.40	23.2	9.6	31.4
11/12/2006	0	19.35	28	10.7	29.8
12/12/2006	0	20.50	29	12	31.2
13/12/2006	0	16.40	21.5	11.3	16.8
14/12/2006	0	17.25	25.5	9	33.8
15/12/2006	0	20.05	28.9	11.2	33.8
16/12/2006	0	22.30	32.5	12.1	32.7
17/12/2006	0	20.00	25.7	14.3	24.4
18/12/2006	0	21.40	27.7	15.1	25.5
19/12/2006	0	22.75	29.4	16.1	23
20/12/2006	0.8	17.30	18.6	16	5.4
21/12/2006	0.2	15.30	20.2	10.4	15.3
22/12/2006	2.4	18.15	24.5	11.8	29
23/12/2006	0	18.25	27	9.5	34.2
24/12/2006	0	20.25	29	11.5	34.3
25/12/2006	0	22.50	31.8	13.2	34.7
26/12/2006	0	23.60	33	14.2	34
27/12/2006	0	26.05	36.5	15.6	33.8
28/12/2006	0	24.80	29.8	19.8	29.5
29/12/2006	0	17.70	23.2	12.2	22.6
30/12/2006	0	18.40	24.6	12.2	21
31/12/2006	0	22.00	30.6	13.4	33.3
1/01/2007	0	20.20	26.6	13.8	31.4
2/01/2007	0.2	15.65	16.6	14.7	3.7
3/01/2007	27.4	14.85	17.9	11.8	11.8
4/01/2007	4.6	14.30	17.5	11.1	8.5
5/01/2007	0.3	16.50	19.5	13.5	15.1
6/01/2007	0	18.75	24.5	13	32.1
7/01/2007	0	19.70	28.6	10.8	33.4
8/01/2007	0	18.40	25.3	11.5	33.1
9/01/2007	0	17.80	21	14.6	19.3
10/01/2007	11.6	15.65	18.5	12.8	16.7
11/01/2007	1.2	18.00	22.8	13.2	20.8
12/01/2007	0.1	19.40	26	12.8	32.5
13/01/2007	0	21.45	29.5	13.4	33.2
14/01/2007	0	24.55	33.5	15.6	31.9
15/01/2007	0	18.35	20.6	16.1	16.3
16/01/2007	3.4	15.45	21.1	9.8	28.6
17/01/2007	0	18.45	24.8	12.1	24.6
18/01/2007	0	15.10	19.8	10.4	18
19/01/2007	0.4	14.05	20	8.1	26.1
20/01/2007	0.6	14.00	24	4	32.1
21/01/2007	0	18.95	29.4	8.5	32.4
22/01/2007	0	19.05	25.7	12.4	31
23/01/2007	0	20.00	26.4	13.6	27.1
24/01/2007	0.3	19.90	27.7	12.1	30.9
25/01/2007	0	22.45	31	13.9	31.8
26/01/2007	0	24.75	34	15.5	31.5
27/01/2007	0	26.20	36.4	16	25.6
28/01/2007	0	28.30	38.8	17.8	25.6
29/01/2007	0.8	25.40	30.8	20	23.7
30/01/2007	0	21.80	27.6	16	25.4
31/01/2007	0	20.00	22.7	17.3	11.4
1/02/2007	0	20.90	25.6	16.2	26
2/02/2007	0	23.20	34	12.4	30.1
3/02/2007	0	24.65	34.6	14.7	21.3
4/02/2007	0	19.30	21.5	17.1	17.3
5/02/2007	0.1	18.40	25.3	11.5	27.3
6/02/2007	0	18.55	26	11.1	25.3
7/02/2007	0	20.70	29.7	11.7	26.5
8/02/2007	0	18.05	22.1	14	12.2
9/02/2007	0.1	19.85	28.5	11.2	27.2
10/02/2007	0	22.65	30.8	14.5	20.9
11/02/2007	0	20.10	28.5	11.7	28.5
12/02/2007	0.1	19.05	23.4	14.7	27.1
13/02/2007	0	18.00	26	10	29
14/02/2007	0	17.90	24.3	11.5	26.5
15/02/2007	1.4	17.50	21.6	13.4	18.4
16/02/2007	0.2	16.85	22.6	11.1	15.4
17/02/2007	6.4	16.95	20.1	13.8	18.2
18/02/2007	0.5	18.10	23.8	12.4	26.6
19/02/2007	0	18.65	24.9	12.4	23.3
20/02/2007	0	21.45	30.5	12.4	27.5
21/02/2007	0	23.60	32.9	14.3	27.4
22/02/2007	0	20.60	25.8	15.4	23.3
23/02/2007	0	20.35	25	15.7	20.3
24/02/2007	0	19.30	27.1	11.5	20.5
25/02/2007	0	24.05	30.5	17.6	24.5
26/02/2007	0	23.60	29.6	17.6	10.6
27/02/2007	3.2	25.25	32.8	17.7	21.7
28/02/2007	0	19.75	21	18.5	9.9
1/03/2007	9.4	16.90	21.1	12.7	16.8
2/03/2007	15.6	16.50	20	13	16.2
3/03/2007	2	18.15	22.7	13.6	23.2
4/03/2007	0	20.15	30	10.3	26.2
5/03/2007	0	24.45	35.5	13.4	26.4
6/03/2007	0	28.85	39.6	18.1	26.6
7/03/2007	0	30.35	39.8	20.9	26.6
8/03/2007	0	21.75	26.3	17.2	25.6
9/03/2007	0.4	17.60	19.6	15.6	17.9
10/03/2007	0.8	15.05	22	8.1	19.7
11/03/2007	0	18.75	26	11.5	23.5
12/03/2007	0	21.40	29.4	13.4	23.5
13/03/2007	0	23.30	32	14.6	21.3
14/03/2007	0	20.40	25.4	15.4	16.6
15/03/2007	0	18.65	23.3	14	18.7
16/03/2007	0	19.00	25.5	12.5	17.4
17/03/2007	0	22.00	31	13	22.8
18/03/2007	0	24.00	33	15	17.7
19/03/2007	1.1	20.45	24.2	16.7	16.6
20/03/2007	0	20.15	26.3	14	22
21/03/2007	0	17.80	24.8	10.8	19.2
22/03/2007	0	19.00	24.8	13.2	13.3
23/03/2007	2.8	14.00	18.5	9.5	17.1
24/03/2007	0	15.50	25.5	5.5	21.6
25/03/2007	0	19.00	28.5	9.5	21.2
26/03/2007	0	14.80	20.3	9.3	9.3
27/03/2007	22.2	11.70	16.4	7	13.9
28/03/2007	1.2	10.85	15.1	6.6	8.1
29/03/2007	0	14.90	22	7.8	20
30/03/2007	0	18.75	28.5	9	20.6
31/03/2007	0	17.25	24	10.5	14.6
1/04/2007	0.3	15.25	19	11.5	9
2/04/2007	2.8	18.65	23.5	13.8	13.4
3/04/2007	0	20.40	27.6	13.2	19.4
4/04/2007	0	21.00	28.7	13.3	17.9
5/04/2007	0	21.15	27.7	14.6	15.7
6/04/2007	0	18.20	23.9	12.5	17
7/04/2007	0	18.00	24.5	11.5	15.1
8/04/2007	7	14.80	17.3	12.3	10.1
9/04/2007	1.4	13.10	16.2	10	8.6
10/04/2007	0.4	14.80	20.1	9.5	12.4
11/04/2007	0.3	17.55	22.8	12.3	14
12/04/2007	0	18.20	25.3	11.1	17.8
13/04/2007	0	17.10	21.5	12.7	8.1
14/04/2007	0	20.65	25.4	15.9	13.4
15/04/2007	11.5	17.45	18.3	16.6	4.6
16/04/2007	20.3	14.40	18.4	10.4	10.8
17/04/2007	1	15.35	20.5	10.2	8
18/04/2007	4.2	14.65	17.8	11.5	13.9
19/04/2007	0	12.60	19.5	5.7	12.2
20/04/2007	6.4	14.50	19	10	11.3
21/04/2007	0.5	16.00	21	11	14.4
22/04/2007	0	16.15	22.3	10	12.6
23/04/2007	11.1	17.95	23.7	12.2	14
24/04/2007	0.2	16.75	18.5	15	9.1
25/04/2007	5.2	13.25	16	10.5	10.3
26/04/2007	0.4	12.85	19.3	6.4	14.5
27/04/2007	0	14.40	21	7.8	15.3
28/04/2007	0	14.60	21.5	7.7	14.4
29/04/2007	1.4	17.65	21	14.3	8.1
30/04/2007	17.4	13.15	15.8	10.5	5.7
1/05/2007	25	13.35	16.2	10.5	5.6
2/05/2007	7	14.75	17.6	11.9	8.3
3/05/2007	0.7	15.25	18.6	11.9	10.4
4/05/2007	3.6	17.05	19.5	14.6	10.4
5/05/2007	4.6	16.10	18.7	13.5	8
6/05/2007	0	13.55	18.6	8.5	8.8
7/05/2007	1.1	14.60	17.6	11.6	11.9
8/05/2007	1	13.40	20.3	6.5	11.9
9/05/2007	0	17.00	23.5	10.5	13
10/05/2007	0	18.35	25.5	11.2	13.5
11/05/2007	0	15.95	17.1	14.8	3.4
12/05/2007	1	15.25	17.5	13	8.7
13/05/2007	3.4	13.45	15.4	11.5	7.6
14/05/2007	0.9	12.90	14.9	10.9	8.7
15/05/2007	0.5	14.15	17.4	10.9	8.2
16/05/2007	0	13.45	15.8	11.1	7.5
17/05/2007	0	13.60	18.2	9	7.3
18/05/2007	8	11.95	15.3	8.6	10.3
19/05/2007	0.1	11.45	16.4	6.5	10
20/05/2007	7.8	12.85	15.7	10	8.6
21/05/2007	0	11.75	16.2	7.3	7.3
22/05/2007	0.8	11.90	19.5	4.3	10.1
23/05/2007	0.4	15.40	18.4	12.4	7
24/05/2007	3.3	16.80	19.7	13.9	7.4
25/05/2007	2.4	17.65	21	14.3	9
26/05/2007	10.2	13.30	15.2	11.4	7.7
27/05/2007	4.2	11.25	13	9.5	4.8
28/05/2007	24	11.95	14.5	9.4	7.7
29/05/2007	0.2	12.35	15.7	9	5.9
30/05/2007	0	14.70	19.5	9.9	8.4
31/05/2007	0	14.20	19.9	8.5	9.3
1/06/2007	0	14.00	21	7	10.6
2/06/2007	0	14.10	21	7.2	10.5
3/06/2007	0	11.55	15.6	7.5	9.5
4/06/2007	0	12.60	17.2	8	9.9
5/06/2007	0	12.70	17.8	7.6	10.5
6/06/2007	0	12.75	16.6	8.9	6.6
7/06/2007	1.2	14.70	19.4	10	8.3
8/06/2007	2.6	15.30	17.7	12.9	8.5
9/06/2007	3.3	11.75	17	6.5	8.1
10/06/2007	0.4	11.65	17.8	5.5	10.1
11/06/2007	0	11.90	16.8	7	10.2
12/06/2007	0	12.30	20.6	4	10.1
13/06/2007	0	12.80	18.4	7.2	4.3
14/06/2007	18.3	13.80	17.8	9.8	7.1
15/06/2007	0.9	11.30	17.2	5.4	9.4
16/06/2007	0.2	10.35	15.5	5.2	8.8
17/06/2007	0	11.60	17.2	6	10.4
18/06/2007	0	11.40	17.3	5.5	9.5
19/06/2007	0	12.40	17.5	7.3	9.1
20/06/2007	0	10.85	16	5.7	9.8
21/06/2007	0	11.25	16	6.5	10.1
22/06/2007	0	10.75	13.5	8	5.3
23/06/2007	3.2	9.00	12	6	3.6
24/06/2007	16	10.65	15	6.3	7.9
25/06/2007	5.4	12.15	17.1	7.2	9.1
26/06/2007	3.8	10.80	19.1	2.5	9.7
27/06/2007	0	15.60	19.1	12.1	7.3
28/06/2007	21	14.50	17	12	8
29/06/2007	0.9	14.35	19.2	9.5	9.5
30/06/2007	8.6	13.50	17	10	9.6
1/07/2007	3.8	12.85	16.2	9.5	4
2/07/2007	22.5	12.60	16.2	9	4.3
3/07/2007	34.6	9.95	13.6	6.3	6.6
4/07/2007	13.3	12.40	16.3	8.5	7.4
5/07/2007	1.8	14.20	17.5	10.9	9
6/07/2007	0.8	13.05	17.6	8.5	9.4
7/07/2007	0	14.60	20	9.2	9.2
8/07/2007	1.8	15.75	18.3	13.2	7
9/07/2007	4	9.90	14.5	5.3	8.3
10/07/2007	0.7	8.70	15.5	1.9	10.4
11/07/2007	0	9.00	16.5	1.5	10
12/07/2007	0	10.70	17.9	3.5	7.4
13/07/2007	0.1	14.95	19.7	10.2	8.4
14/07/2007	0	13.65	17.7	9.6	8.5
15/07/2007	0	10.50	14.5	6.5	6.6
16/07/2007	1.8	12.50	16.5	8.5	7.8
17/07/2007	1.8	11.50	16	7	9
18/07/2007	0	13.25	20	6.5	11.1
19/07/2007	0.4	12.35	15.5	9.2	2.4
20/07/2007	15.8	14.25	17	11.5	8.1
21/07/2007	0.4	13.25	15.5	11	3.8
22/07/2007	12.6	12.25	16	8.5	8.8
23/07/2007	5	12.75	16.5	9	6.2
24/07/2007	27.2	11.00	13.5	8.5	8
25/07/2007	11.8	11.50	14.5	8.5	8
26/07/2007	1	10.85	16.2	5.5	11.4
27/07/2007	4.6	13.15	17.7	8.6	5.3
28/07/2007	13.1	13.10	16.2	10	10.5
29/07/2007	7.6	14.90	18.5	11.3	7.7
30/07/2007	7.8	15.00	16	14	3.5
31/07/2007	29.2	11.50	14.5	8.5	9.9
1/08/2007	23.4	11.00	13	9	8.2
2/08/2007	11.8	10.25	14.5	6	10.2
3/08/2007	1.2	11.60	14.7	8.5	8.8
4/08/2007	0.2	13.35	17.7	9	10.9
5/08/2007	0	14.80	18.7	10.9	8.7
6/08/2007	22.6	11.50	13	10	4.7
7/08/2007	11.9	11.45	15.8	7.1	7.9
8/08/2007	0.4	13.25	16.5	10	9.9
9/08/2007	0.5	14.70	19	10.4	7.4
10/08/2007	14.8	11.50	13	10	5.4
11/08/2007	9.2	10.00	14.5	5.5	12.2
12/08/2007	0.6	10.00	15.5	4.5	12.2
13/08/2007	0	10.50	16	5	9.5
14/08/2007	12	10.75	14	7.5	11.7
15/08/2007	12.4	12.75	16.5	9	12.4
16/08/2007	5.8	12.70	16.5	8.9	10.4
17/08/2007	0.2	12.50	17	8	11.8
18/08/2007	0	14.35	21.5	7.2	14.5
19/08/2007	0	15.40	19.3	11.5	5.1
20/08/2007	24.8	14.00	17.8	10.2	8
21/08/2007	0.9	16.15	20.3	12	13.7
22/08/2007	0.6	14.00	16	12	3.8
23/08/2007	8	12.15	15.8	8.5	12.4
24/08/2007	0.2	14.75	19	10.5	12.7
25/08/2007	5.8	15.25	19.5	11	14.6
26/08/2007	10	14.25	19.5	9	12.7
27/08/2007	11.4	12.75	16.5	9	11.8
28/08/2007	0.6	14.50	18.5	10.5	11.8
29/08/2007	6.4	12.50	13.2	11.8	7
30/08/2007	27.4	9.85	14.4	5.3	13.8
31/08/2007	0.4	11.95	15.1	8.8	11.8
1/09/2007	1.8	12.35	15.4	9.3	12.9
2/09/2007	1.4	13.55	18.9	8.2	17.4
3/09/2007	0	15.45	23.5	7.4	18.1
4/09/2007	3.2	13.85	15.5	12.2	9.8
5/09/2007	9.4	11.30	15.1	7.5	14.2
6/09/2007	0.3	12.20	16.9	7.5	11.8
7/09/2007	0.4	10.65	13.7	7.6	8.5
8/09/2007	38	12.15	16.2	8.1	13.6
9/09/2007	2.2	12.00	15	9	13.2
10/09/2007	0	11.45	18	4.9	14.2
11/09/2007	3.2	13.75	19.5	8	16.5
