Date	Rain	Temperature	MaxTemp	MinTemp	Exposure
12/09/2007	8.4	12.00	14.5	9.5	9.2
13/09/2007	22.5	11.35	15.7	7	15.4
14/09/2007	3.6	11.75	14	9.5	9.2
15/09/2007	21.2	11.05	16.2	5.9	11.6
16/09/2007	4.8	12.65	19.4	5.9	18
17/09/2007	2.8	12.20	18.5	5.9	17.8
18/09/2007	5.6	11.20	16.5	5.9	13.2
19/09/2007	3	11.85	17.8	5.9	15.5
20/09/2007	0.4	15.15	19.4	10.9	17.1
21/09/2007	0.9	15.35	20.6	10.1	15.4
22/09/2007	11.6	13.00	16	10	20.1
23/09/2007	0.2	11.65	17.7	5.6	13.5
24/09/2007	19.1	11.75	13.8	9.7	10
25/09/2007	13.4	9.45	15.3	3.6	16.2
26/09/2007	6.3	14.50	18.6	10.4	17.3
27/09/2007	10.2	14.65	17.1	12.2	16.7
28/09/2007	5.8	15.10	18.4	11.8	13.1
29/09/2007	3	17.15	20.5	13.8	19.7
30/09/2007	1.6	15.50	18.5	12.5	22.6
1/10/2007	0	13.75	19.8	7.7	21
2/10/2007	1.9	14.30	17	11.6	17
3/10/2007	0.1	15.35	20.4	10.3	24
4/10/2007	0	13.30	18.1	8.5	17.4
5/10/2007	0.6	14.30	21.1	7.5	20.9
6/10/2007	0	13.95	17.2	10.7	15.2
7/10/2007	0	12.70	17.5	7.9	9.9
8/10/2007	0	15.15	18.1	12.2	7.6
9/10/2007	6.5	13.95	16	11.9	16
10/10/2007	2	12.15	15.6	8.7	13.3
11/10/2007	1	12.65	17.8	7.5	18.6
12/10/2007	0	14.15	20.2	8.1	22.2
13/10/2007	0	17.00	26	8	26.4
14/10/2007	0	15.25	21.5	9	21.5
15/10/2007	1.8	14.95	20.4	9.5	26.2
16/10/2007	0	17.05	25.1	9	26.7
17/10/2007	0	14.70	18.2	11.2	14.5
18/10/2007	17	12.80	18.5	7.1	19.5
19/10/2007	0	14.10	20.5	7.7	24.2
20/10/2007	3	12.65	15.8	9.5	17.2
21/10/2007	9	11.85	14.5	9.2	14
22/10/2007	3.2	14.05	19.2	8.9	24.6
23/10/2007	0	15.90	22.7	9.1	29.3
24/10/2007	0	17.15	26	8.3	29.3
25/10/2007	0	17.70	27.2	8.2	26.1
26/10/2007	2.6	14.40	16.5	12.3	13
27/10/2007	16.6	8.20	11.4	5	18.5
28/10/2007	10.2	10.60	14.9	6.3	17.5
29/10/2007	1.8	11.95	15.4	8.5	20.6
30/10/2007	1.6	11.75	15.8	7.7	17.4
31/10/2007	6.2	12.25	18.5	6	24.6
1/11/2007	0.1	13.20	18.5	7.9	22.1
2/11/2007	0.6	12.45	18.2	6.7	24.2
3/11/2007	0	12.90	19.8	6	30.1
4/11/2007	0	17.15	25	9.3	30.9
5/11/2007	0	20.25	28.6	11.9	28.8
6/11/2007	0.3	17.90	21.5	14.3	23.2
7/11/2007	0	16.30	22.4	10.2	25.8
8/11/2007	0	16.15	21	11.3	24.1
9/11/2007	0.6	15.00	19.7	10.3	23.7
10/11/2007	0	17.20	24.6	9.8	30.5
11/11/2007	0	20.45	30.4	10.5	30.9
12/11/2007	0	24.30	35	13.6	30.1
13/11/2007	0	16.55	19	14.1	8.6
14/11/2007	0	19.75	26.5	13	29.8
15/11/2007	0	17.85	24.6	11.1	30.9
16/11/2007	0	17.75	23.5	12	30.6
17/11/2007	0	17.90	23.8	12	27.7
18/11/2007	3.7	15.15	19.8	10.5	27.1
19/11/2007	0.8	14.15	15.9	12.4	26.9
20/11/2007	5.8	13.80	19.5	8.1	27.1
21/11/2007	0	16.15	24.9	7.4	33
