NestID	Cohort	Helpers	Size	Date
314	2013	0	0.80905694	23/11/2013
314	2013	0	1.254485066	23/11/2013
315	2013	0	-0.172894	20/11/2013
315	2013	0	0.231438741	20/11/2013
315	2013	0	-0.153640059	20/11/2013
316	2013	3	1.119707485	11/01/2014
316	2013	3	1.423833741	11/01/2014
317	2013	1	-0.2691637	30/12/2013
317	2013	1	0.00039146	30/12/2013
317	2013	1	0.907914146	30/12/2013
318	2013	0	0.830898386	9/11/2013
319	2013	0	-1.020067359	27/10/2013
319	2013	0	-0.904543719	27/10/2013
320	2013	0	0.580597166	6/12/2013
320	2013	0	1.40592908	6/12/2013
321	2013	0	-1.017479852	27/10/2013
321	2013	0	-1.443654039	27/10/2013
322	2013	0	1.123180891	13/11/2013
322	2013	0	0.930641491	13/11/2013
322	2013	0	0.661086332	13/11/2013
323	2013	0	-1.347384339	29/10/2013
323	2013	0	-0.923797659	29/10/2013
324	2013	1	-0.44244916	17/11/2013
324	2013	1	1.215977185	17/11/2013
325	2013	0	1.639563865	6/11/2013
325	2013	0	1.05935816	6/11/2013
326	2013	0	0.53950178	11/01/2014
327	2013	1	-0.154989337	14/12/2013
327	2013	1	0.326359162	14/12/2013
327	2013	1	0.118502606	14/12/2013
328	2013	0	-0.230655819	17/11/2013
328	2013	0	-0.326925519	17/11/2013
329	2013	0	-0.09587824	19/01/2014
329	2013	0	0.00039146	19/01/2014
330	2013	0	1.540706659	2/11/2013
330	2013	0	1.367421199	2/11/2013
331	2013	0	0.34696238	24/12/2013
332	2013	0	1.469751811	23/11/2013
332	2013	0	1.427307146	23/11/2013
332	2013	0	1.50825969	23/11/2013
333	2013	0	1.828166482	27/10/2013
333	2013	0	0.34696238	27/10/2013
333	2013	0	0.846215542	27/10/2013
334	2013	0	1.639563865	12/11/2013
334	2013	0	1.254485066	12/11/2013
335	2013	0	1.024323686	18/12/2013
335	2013	0	0.795863912	18/12/2013
335	2013	0	0.234912146	18/12/2013
336	2013	0	0.364867042	28/11/2013
336	2013	0	-0.423195219	28/11/2013
337	2013	0	-1.077829179	22/12/2013
337	2013	0	-1.174098879	22/12/2013
338	2013	0	-0.0766243	20/11/2013
338	2013	0	0.17367692	20/11/2013
339	2013	0	0.734628686	15/01/2014
340	2013	0	-0.384687339	24/10/2013
340	2013	0	-0.34617946	24/10/2013
341	2013	0	-0.000957818	27/11/2013
341	2013	0	0.308454501	27/11/2013
342	2013	0	-0.943051599	7/12/2013
343	2013	0	1.38667514	1/11/2013
343	2013	0	1.59846848	1/11/2013
343	2013	0	1.50219878	1/11/2013
344	2013	0	0.538152502	29/10/2013
344	2013	0	-0.519464919	29/10/2013
345	2013	0	0.36621632	29/11/2013
345	2013	0	1.13637392	29/11/2013
346	2013	2	1.257958472	19/11/2013
346	2013	2	1.600592606	19/11/2013
346	2013	2	1.563434004	19/11/2013
347	2013	0	-0.34617946	29/11/2013
348	2013	0	0.445819586	3/01/2014
348	2013	0	0.19293086	3/01/2014
349	2013	0	0.6935333	8/11/2013
349	2013	0	1.11711998	8/11/2013
350	2013	0	0.5972636	13/12/2013
350	2013	0	1.23264362	13/12/2013
350	2013	0	1.11711998	13/12/2013
351	2013	1	0.788453722	30/10/2013
351	2013	1	0.407311706	30/10/2013
351	2013	1	1.212040402	30/10/2013
352	2013	1	0.578009661	3/01/2014
352	2013	1	0.135169041	3/01/2014
353	2013	0	-0.596480679	23/10/2013
353	2013	0	-0.63498856	23/10/2013
354	2013	0	1.906531519	28/11/2013
354	2013	0	2.294197825	28/11/2013
354	2013	0	2.120912365	28/11/2013
355	2013	0	1.32891332	30/10/2013
355	2013	0	1.308310102	30/10/2013
355	2013	0	1.251897559	30/10/2013
356	2013	1	1.327564042	1/11/2013
356	2013	1	2.193991342	1/11/2013
356	2013	1	1.678071745	1/11/2013
357	2013	0	0.63577148	31/10/2013
358	2013	0	1.485068966	24/11/2013
358	2013	0	2.99081307	24/11/2013
359	2013	0	0.67427936	12/12/2013
359	2013	0	0.80905694	12/12/2013
359	2013	0	0.84756482	12/12/2013
360	2013	0	-0.134386119	17/01/2014
360	2013	0	-0.596480679	17/01/2014
361	2013	0	-2.367843158	25/10/2013
361	2013	0	-0.53871886	25/10/2013
361	2013	0	-0.038116419	25/10/2013
362	2013	0	0.639244885	18/12/2013
362	2013	0	1.505672185	18/12/2013
363	2013	1	-0.827527959	17/10/2013
363	2013	1	-0.789020078	17/10/2013
364	2013	0	0.966561866	6/01/2014
364	2013	0	1.970354251	6/01/2014
365	2013	0	-1.828732839	24/10/2013
365	2013	0	-1.982764357	24/10/2013
365	2013	0	-1.501415858	24/10/2013
366	2013	0	0.331181846	8/12/2013
367	2013	0	-0.134386119	2/12/2013
367	2013	0	0.980993121	2/12/2013
368	2013	0	0.34696238	20/11/2013
368	2013	0	0.44323208	20/11/2013
369	2013	3	1.000247061	23/10/2013
370	2013	3	-0.731258259	3/01/2014
370	2013	3	0.36621632	3/01/2014
370	2013	3	0.36621632	3/01/2014
371	2013	1	1.215977185	18/12/2013
371	2013	1	1.081199606	18/12/2013
372	2013	0	-1.135590998	23/10/2013
372	2013	0	-1.713209199	23/10/2013
372	2013	0	-1.116337059	23/10/2013
373	2013	0	-0.211401879	27/11/2013
373	2013	0	1.11711998	27/11/2013
373	2013	0	0.28920056	27/11/2013
374	2013	0	0.558755719	14/01/2014
374	2013	0	0.578009661	14/01/2014
375	2013	0	0.942485242	3/11/2013
375	2013	0	1.158215366	3/11/2013
376	2013	0	-0.307671579	29/10/2013
376	2013	0	0.28920056	29/10/2013
377	2013	0	-1.925002538	22/11/2013
377	2013	0	-0.342706053	23/11/2013
378	2013	0	0.834371792	27/11/2013
378	2013	0	0.868942886	27/11/2013
379	2013	2	1.617722419	13/11/2013
379	2013	2	1.559960599	13/11/2013
379	2013	2	1.925785458	13/11/2013
380	2013	2	0.038899341	28/12/2013
380	2013	2	1.481595562	28/12/2013
380	2013	2	1.447024466	28/12/2013
381	2013	0	1.274624905	12/11/2013
381	2013	0	1.562084726	12/11/2013
381	2013	0	1.351640665	12/11/2013
382	2013	0	0.354779488	6/01/2014
382	2013	0	0.393287367	6/01/2014
383	2013	2	0.42397814	11/11/2013
383	2013	2	0.80905694	11/11/2013
383	2013	2	0.9823424	11/11/2013
384	2013	0	-1.867240718	26/11/2013
384	2013	0	0.157010487	26/11/2013
384	2013	0	-0.3654334	26/11/2013
385	2013	1	-0.973742372	7/11/2013
385	2013	1	-0.184330832	7/11/2013
385	2013	1	-0.415378112	7/11/2013
386	2013	0	1.615119312	27/10/2013
386	2013	0	2.460943393	27/10/2013
387	2014	0	-0.44244916	31/10/2014
387	2014	0	-0.134386119	31/10/2014
387	2014	0	0.195518366	31/10/2014
388	2014	0	-1.251114638	8/01/2015
388	2014	0	-1.289622519	8/01/2015
389	2014	1	1.230040511	6/10/2014
389	2014	1	0.864215651	6/10/2014
389	2014	1	1.095262932	6/10/2014
390	2014	1	-1.420926692	12/11/2014
390	2014	1	0.637895606	12/11/2014
391	2014	0	0.07740722	12/11/2014
391	2014	0	0.19293086	12/11/2014
392	2014	0	-0.249909759	22/12/2014
392	2014	0	1.21338968	22/12/2014
393	2014	1	-0.535245454	16/12/2014
393	2014	1	-0.015389074	16/12/2014
394	2014	0	-0.577226739	3/01/2015
394	2014	0	-0.423195219	3/01/2015
395	2014	0	0.465959425	21/11/2014
395	2014	0	0.119388507	21/11/2014
395	2014	0	0.273420026	21/11/2014
396	2014	0	0.5009939	15/11/2014
396	2014	0	0.080880626	15/11/2014
397	2014	0	0.369689725	4/12/2014
397	2014	0	0.350435786	4/12/2014
398	2014	0	-0.522068027	23/10/2014
399	2014	1	0.15442298	26/11/2014
399	2014	1	0.751295121	26/11/2014
399	2014	1	0.828310879	26/11/2014
400	2014	0	-2.695160137	9/10/2014
400	2014	0	-2.464112858	9/10/2014
401	2014	0	-1.520669798	23/11/2014
401	2014	0	-2.079034059	23/11/2014
402	2014	0	0.889546105	30/10/2014
402	2014	0	0.639244885	30/10/2014
402	2014	0	0.812530345	30/10/2014
403	2014	1	-0.515991513	8/12/2014
404	2014	0	-1.671227913	12/11/2014
404	2014	0	-0.804800614	12/11/2014
404	2014	0	-0.958832133	12/11/2014
405	2014	1	0.07740722	1/12/2014
405	2014	1	0.404724201	1/12/2014
406	2014	1	0.997643954	4/10/2014
406	2014	1	0.209581692	4/10/2014
406	2014	1	0.556152612	4/10/2014
407	2014	1	-0.342706053	22/12/2014
407	2014	1	0.157896386	22/12/2014
408	2014	1	0.479136852	18/10/2014
408	2014	1	1.191532632	18/10/2014
408	2014	1	0.960485351	18/10/2014
409	2014	0	-0.09587824	1/11/2014
409	2014	0	-0.153640059	1/11/2014
409	2014	0	0.52024784	1/11/2014
410	2014	1	-0.846781899	19/11/2014
410	2014	1	-1.020067359	19/11/2014
411	2014	0	-0.500210979	17/10/2014
411	2014	0	0.404724201	17/10/2014
412	2014	0	0.177150326	22/10/2014
412	2014	0	-0.188674534	22/10/2014
413	2014	0	-0.2691637	28/10/2014
413	2014	0	0.28920056	28/10/2014
414	2014	0	-1.501415858	31/10/2014
414	2014	0	-0.907499879	31/10/2014
415	2014	0	0.231438741	15/01/2015
416	2014	0	0.536898672	24/11/2014
417	2014	0	0.135169041	6/12/2014
417	2014	0	0.404724201	6/12/2014
418	2014	1	0.25069268	2/11/2014
418	2014	1	0.07740722	2/11/2014
418	2014	1	0.42397814	2/11/2014
419	2014	1	-0.134386119	6/12/2014
419	2014	1	0.46248602	6/12/2014
420	2014	1	0.32770844	21/12/2014
420	2014	1	0.578009661	21/12/2014
421	2014	2	0.578009661	25/10/2014
421	2014	2	0.46248602	25/10/2014
421	2014	2	0.578009661	25/10/2014
422	2014	0	-1.561780786	20/01/2015
422	2014	0	-0.502814088	20/01/2015
423	2014	0	-0.34617946	30/10/2014
423	2014	0	0.135169041	30/10/2014
424	2014	0	-1.058575238	12/11/2014
424	2014	0	-0.249909759	12/11/2014
424	2014	0	-0.423195219	12/11/2014
425	2014	0	-0.577226739	23/11/2014
425	2014	0	-0.53871886	23/11/2014
425	2014	0	-0.34617946	23/11/2014
426	2014	0	0.286597452	26/12/2014
426	2014	0	1.095262932	26/12/2014
427	2014	1	0.09666116	5/11/2014
428	2014	0	-0.53871886	2/11/2014
428	2014	0	0.28920056	2/11/2014
429	2014	1	-0.249909759	13/11/2014
429	2014	1	0.789803	13/11/2014
429	2014	1	0.46248602	13/11/2014
430	2014	1	0.558755719	22/12/2014
431	2014	2	0.5009939	3/11/2014
432	2014	2	-0.80827402	10/12/2014
432	2014	2	-0.904543719	10/12/2014
432	2014	2	-0.4617031	10/12/2014
433	2014	1	-0.4617031	25/10/2014
433	2014	1	1.21338968	25/10/2014
433	2014	1	1.30965938	25/10/2014
434	2014	2	1.13637392	27/10/2014
434	2014	2	0.25069268	27/10/2014
434	2014	2	0.86681876	27/10/2014
435	2014	2	-0.673496439	4/12/2014
435	2014	2	0.578009661	4/12/2014
435	2014	2	0.212184801	4/12/2014
436	2014	2	-0.596480679	8/01/2015
437	2014	0	-0.519464919	2/12/2014
437	2014	0	-0.172894	2/12/2014
438	2014	0	-0.981559478	27/10/2014
438	2014	0	-0.038116419	27/10/2014
439	2014	0	-1.154844938	17/12/2014
439	2014	0	-0.923797659	17/12/2014
440	2014	2	-1.020067359	1/11/2014
440	2014	2	0.34696238	1/11/2014
440	2014	2	0.404724201	1/11/2014
441	2014	0	-1.020067359	9/11/2014
441	2014	0	-0.519464919	9/11/2014
441	2014	0	-0.615734618	9/11/2014
442	2014	2	-0.519464919	18/11/2014
442	2014	2	-0.28841764	18/11/2014
442	2014	2	-0.153640059	18/11/2014
443	2014	0	0.966561866	7/11/2014
443	2014	0	0.889546105	7/11/2014
443	2014	0	0.985815805	7/11/2014
444	2014	0	-0.654242499	16/12/2014
444	2014	0	-0.44244916	16/12/2014
445	2014	0	-1.905748599	9/11/2014
445	2014	0	-1.270368579	9/11/2014
446	2014	3	-0.34617946	18/10/2014
447	2014	3	0.07740722	25/11/2014
447	2014	3	0.038899341	25/11/2014
447	2014	3	0.404724201	25/11/2014
448	2014	0	-0.230655819	9/11/2014
448	2014	0	-0.211401879	9/11/2014
449	2014	0	-0.519464919	17/12/2014
449	2014	0	0.00039146	17/12/2014
449	2014	0	1.38667514	17/12/2014
450	2014	0	-1.212606759	22/10/2014
451	2014	0	0.44323208	28/11/2014
452	2014	1	0.26994662	19/12/2014
452	2014	1	0.732041179	19/12/2014
453	2014	0	-0.249909759	15/12/2014
453	2014	0	-0.172894	15/12/2014
454	2014	1	-0.904543719	15/11/2014
454	2014	1	-1.212606759	15/11/2014
454	2014	1	-0.596480679	15/11/2014
455	2014	1	0.25069268	11/11/2014
455	2014	1	0.308454501	11/11/2014
456	2014	0	0.212184801	24/10/2014
456	2014	0	0.42397814	24/10/2014
456	2014	0	-0.28841764	24/10/2014
457	2014	0	-0.291020747	26/12/2014
457	2014	0	-0.637591667	26/12/2014
458	2014	1	1.11711998	29/10/2014
458	2014	1	-0.541675019	29/10/2014
458	2014	1	0.751295121	29/10/2014
459	2014	0	-0.654242499	19/11/2014
459	2014	0	-0.403941279	19/11/2014
460	2014	0	-0.981559478	30/12/2014
460	2014	0	-0.480957039	30/12/2014
